id,name,description
works/95593,Open Cut,2004 film by Phil Burke
works/66522,The Cruickshank family,1974 film by Philip Robertson
works/84468,Video sound,1993 film by Lynn John
works/90244,Don't start off with an accident,1965 film by Stan Murdoch
works/85630,"The Crucifixion by Pablo Picasso, 1930",1993 film
works/97054,Smoking: a double standard,1977 film
works/96013,All my own work,1970 film
works/82964,An Idea takes shape,1991 film
works/117148,Looking through drawers,SEP 2008 film
works/73557,Teaching the way they learn: remediation of learning disabilities,1969 film
works/85798,Central experimental farm,1946 film by Lawrence Cherry
works/81712,Independent company,1988 film
works/70350,"Michigan, USA",1960 film
works/109783,Autowash,2003 film
works/64882,Arid zones of Peru,1958 film
works/116397,Vidocq et les Faux Temoins,1967 film by Claude Loursais
works/90236,UK Prime Minister in Africa,1950 film
works/81422,Space: the final frontier,1988 film
works/75451,Children's value judgements,1972 film
works/93218,The Making of the Stooges,1984 film by Mark S Gilman Jr
works/97360,Airplanes and how they fly. - Rev. ed.,1978 film
works/92896,Vicky,1987 film by Elsa Bolam
works/76810,Cell division in closterium,1981 film by Jeremy Pickett-Heaps
works/87212,Time and terrain: a study in Canadian geology,1958 film by Colin Low
works/69484,Land of hype and glory,1978 film by Tom Priestly
works/75844,Introducing photography with a pinhole camera,1975 film
works/110635,The Lunar cycle,2006 film
works/85007,Five easy pizzas,1994 film
works/114245,The Letter,2000 film by Anne Delaney
works/66034,Who killed the sale?,1975 film by Michael Tuchner
works/90803,A Recital of faith,1943 film by Owen Murphy
works/96905,Little athletics: discus throwing,1976 film by Tony Blane
works/86179,Scoring: a story about date rape,1992 film by William R Sheridan
works/94466,Attila,1985 film by Brian Large
works/90211,Maintaining good working conditions,1944 film by F.E. Brooker
works/68867,Independent Nigeria,1961 film by George Sturt
works/75747,What is MBO?,1975 film
works/116484,"Le Chat, la Belette et le Petit Lapin",film
works/110392,Restoration,1999 film by Cordelia Beresford
works/84169,Intellectual growth and achievement,1994 film by Al Moore
works/79243,Down There,1986 film by Sabina Wynn
works/74575,Wedlock: a satirical fantasy,1951 film
works/92400,Report on molybdenum,1955 film by Tony Doogood
works/70951,Non-objective art,1957 film by Wayne Thiebaud
works/70577,More power to your elbow,1953 film
works/73725,This is New York,1962 film
works/76371,The Sleepwatchers,1969 film by James Jackson
works/65081,Australian,1961 film
works/65879,Cattle country,1977 film
works/66826,Dishwashing by hand,1950 film
works/84030,Travelling man,1975 film
works/74934,World of commerce,1966 film by Bruce McNaughton
works/74460,"Walter Kerr, on theater",1970 film by Joseph Anthony
works/95957,Lenin and Trotsky,1964 film
works/67646,Fluorescers,1975 film
works/76081,"Miss, Mrs, or Ms: what's it all about?",1977 film by Vern Diamond
works/77430,The Historic route,1970 film by Yemi Lijadu
works/78446,Behind the veil: nuns. Pt. 2.,1984 film by Margaret Wescott
works/75154,Paddington lace,1970 film by Chris McCullough
works/88661,The Man of fashion,1951 film
works/117697,The Shackles You Cannot See,2016 film
works/79396,Training to win,1980 film
works/93300,Japan's living craft,1969 film
works/97432,The Persistent gum,1972 film
works/109753,My name is Thanh,2003 film
works/86507,Penguins off the page,1995 film by Jon Rowdon
works/66912,Dragon on the roof,1979 film
works/73097,Spin bowling,1951 film by Denys Parsons
works/72630,Seeing and hearing,1970 film by Jack Smith
works/74243,Urban land use,1972 film
works/65383,Beyond the frame,1973 film by B.Z. Vincent-Batyka
works/69744,The Lincolnshire poacher: a song of Lincolnshire,1948 film
works/68693,Hydrocarbons and their structure,1963 film
works/72677,Series 4,1972 film by Normand Gregoire
works/65757,Canada's history: colony to commonwealth,1962 film
works/71326,Painting reflections in water,1947 film
works/93994,McLuhan's wake,2002 film by Kevin McMahon
works/76183,Children of Holland,1939 film
works/97811,Physical education for children,1978 film by Glenn Kirchner
works/76705,Imprint,1980 film by Henri Lacam
works/117163,Bus people,MAR 2009 film
works/96934,"Much ado about nut things: problem solving, estimation",1976 film
works/66842,"Magdalena Abakanowicz workshop, Cell Block Theatre, Sydney",1976 film by Christopher McGill
works/78613,Pop movie. Part 2,1986 film by Ray Argall
works/88934,Fresh water: resources at risk,1993 film by Sidney Platt
works/95892,Return to the mountains,film
works/67739,Forgotten people,1967 film by Barry Merton
works/79409,The Taming of the shrew,1980 film by Jonathan Miller
works/80607,Roger Scholes - Filmmaker,1989 film
works/68663,The Hula fishermen and Koki market,1965 film
works/91512,Boro's ballet: the making of an Australian ballet 1939-1961,2001 film
works/109255,Neighbours,12 FEB 2004-16 APR 2004 film by Brook Andrew
works/89942,From the files of the R.C.M.P.: file 1365 - the Connors case,1947 film
works/120092,The Banana! very simple yet so delicious...,22 FEB 2022 film
works/116645,Fire threat,2009 film
works/71692,"Politics, power and the public good",1972 film
works/113974,1980s Australian TV miniature,2019 film
works/108856,Globalisation 101,"2000 film by Alex Kelly, Kim Beamish"
works/79279,Miscarriage,1986 film
works/108011,Pixillation,1995 film
works/89914,Heathlands,1950 film
works/92899,Advancement of women in poor rural areas,1984 film by Michel Regnier
works/89194,The Astonishing Ashtons,1998 film by Lisa Jane Wallace
works/73668,There's always a better way. No. 1,1953 film
works/114034,Mind's eye,1998 film
works/98045,Bloody schemes,1974 film
works/108024,Cross currents,1999 film
works/116371,Les Sesterain Ou le Miroir 2000: Episode 10,1970 film by Francois Villiers
works/70295,Men at work,1954 film
works/67018,Ecosystems and interactions,1978 film by David E. Barrow
works/99324,Risky business,1981 film
works/78777,Prisoners of propaganda,1987 film by Graham Shirley
works/115807,Devoted to the blue sky,1982 film by Yu Benzheng
works/108253,The Visitor: living by number,2001 film
works/75655,Don Breaks Out,1974 film by Rex Tasker
works/111345,The ABC's of film direction,1967 film
works/164,Tipping the Velvet,film
works/69270,The Music school,1974 film by John Korty
works/81244,Introduction to Yoga,1990 film by Robert Browne
works/109134,Carmel: storyteller,2003 film
works/89819,Furnace practice,1946 film by George Wynn
works/65510,Blue watch,1958 film
works/70556,"Montana: big sky, big snow",1976 film
works/116608,Rhythm,1957 film
works/82172,Takeover,"1979 film by Judith MacDougall, David MacDougall"
works/69616,Let's look at New Guinea,1965 film
works/74221,Unmarried mothers,1969 film by Michael Grigsby
works/118020,Since I Left You – The Avalanches,2001 film by Rob Leggatt and Leigh Marling
works/78550,Special Needs,film
works/70428,Mirror of Germany. No. 178,1969 film
works/75408,Ian Chappell on cricket,1974 film by Vincent O'Donnell
works/95210,A Farmer's boy,1945 film by Peter Price
works/65333,Behind the menu,1950 film
works/115833,Coloured balloons,film by Song Cong
works/90385,Treble one,1961 film by Peter Saunders
works/97151,Exploring mathematics: the weird number,1971 film
works/70018,Make-up for boys,1951 film by Maurice Gnesin
works/79280,Eating to Live,1984 film
works/64580,African odyssey: the two worlds of Musembe,1971 film by Albert Waller
works/98368,Ten steps to gold,1982 film
works/76392,The Third super state,1968 film by David Baker
works/76528,Your career: insurance,1955 film
works/97458,Documentary: 1948 - 1976,1978 film
works/93846,Laurel and Hardy: Way out west. Big business,"film by James W. Horne, Leo McCarey"
works/67273,Evidence for the Ice Age,1965 film by Charles L. Finance
works/65062,Australia at War 1914-1918: an Account of the Australian Force in the Great War,1967 film by Barrie Pattison
works/94736,A Bill of divorcement. Ruby Gentry,film
works/111183,Paranoid,2007 film
works/68540,Hong Kong movie man,1970 film
works/83004,A Kid called Troy,1993 film by Terry Carlyon
works/109300,ACMI showcase,film
works/92275,The Other days of Ruby Rae,1999 film by Vikki Blanche
works/83803,Desert parks: the how to travel video,1992 film
works/72251,Rise of industrial America: the rise of the American city,1969 film
works/95127,Peter Weir: short film collection,1970 film by Peter Weir
works/91981,France panorama.,1971 film
works/73946,Towards school,1978 film by Antonio Colacino
works/119200,The Making of Florence - Episode 1,film
works/84027,The Pencil of nature,1975 film
works/73205,A Stone in the bush,1970 film
works/72807,Sierra Leone greets the Queen,1962 film
works/75297,Jewellery making: acrylics,1975 film by Terry Jennings
works/82952,Inventing reality,1992 film
works/98389,Something new,1983 film by Chris O'Rourke
works/68837,In the dark,1967 film by David Eady
works/68862,Incredible Floridas,1972 film by Peter Weir
works/66813,An Eye for the job,1976 film by Nigel Miller
works/91578,Celebrations: new baby,2000 film
works/75841,The Basics of cross country skiing,1975 film by Don Gazzaniga
works/71463,People over the Plenty,1978 film
works/65812,Care of the cardiac patient,1945 film
works/73875,To each a rightful share,1960 film by Donald Fraser
works/81628,Steve,1986 film by Ron Iddon
works/68722,I owe you,1975 film
works/86154,Universal Appliance Co.,1994 film by Andrew Lancaster
works/81976,Personality,1990 film
works/82144,Coniston muster,1976 film by Roger Sandall
works/74180,Unemployment and money: the principles involved,1938 film
works/73691,Things afoot,1952 film
works/72126,Reinforcement therapy,1966 film
works/87568,Mirror of Germany. No. 249,1975 film
works/109802,Half sister,2002 film by Ben Hackworth
works/66230,The Colombo Plan,1961 film by Joy Batchelor
works/66309,Con motto,1971 film
works/89315,Royal review 1961,1962 film
works/89276,The Lion King: Timon and Pumbaa,"1995 film by Tony Craig, Bobs Gannaway, Rob LaDuca, Steve Moore, Jeff DeGrandis"
works/91537,France panorama.,1968 film
works/85043,Patterns: a symphony of reflections,1966 film
works/88577,Calder Hall: how a thermal reactor works,1955 film
works/77198,One and one makes three,1981 film by Mario Andreacchio
works/117549,Unloading and stacking bags,film
works/83336,The Miracle of life,1982 film
works/79403,Water-polo teamwork,1984 film
works/97343,The REA story,1960 film
works/86485,A Practical guide to worm farming,1997 film
works/82063,In touch with the world,1982 film
works/67029,Editing synchronous sound,1960 film
works/67870,Frontiers in space,1962 film
works/67015,The Economic and Social Council,1963 film by Krishna Singh
works/73709,13 cantos of hell: images from the divine comedy of Dante,1955 film
works/117630,Asim and Nazmive,1976 film
works/82299,Masterpieces from the Louvre: bronze sculptures from France,1988 film by Bob Mclean
works/64907,The Art of eating,1976 film
works/65784,Special Project no. 14: Marlo-Mallacoota-Cape Conran,1967 film
works/65905,Central similarities,1971 film
works/68662,How's it going?,1960 film
works/72270,River watch,1947 film by Sydney Newman
works/82547,The Disco years,1991 film by Robert Lee King
works/69050,Introduction to drawing materials,1966 film
works/116651,The Road home,2009 film
works/66862,Dolls,1974 film by G.A. Howe
works/80481,Guitar,1988 film by Barbara Willis Sweete
works/90834,Atlantic trawler,1944 film by Frank Sainsbury
works/93347,Composer Magoo,1955 film by Grants Simmons
works/96332,Colonial America in the eighteenth century,1964 film
works/69564,Learning to dive. Part 2. Diving from the springboard,1951 film
works/90311,Getting down to earth,1960 film by Denver Sutton
works/80059,Cary Grant: the leading man,1988 film by Gene Feldman
works/80743,The Swineherd,1974 film by Gene Deitch
works/69915,Looking for me,1970 film by Virginia Bartlett
works/69329,Just once,1969 film by Anthony Perris
works/76490,The Art of ise paper patterns,1974 film
works/66778,Different with dignity,1973 film
works/90372,Fine tableware in the making,1950 film by Keith Latham
works/95645,Pony Club,1952 film
works/97724,Children of the long-beaked bird,1976 film
works/86541,Mirror of Germany. No. 094,1962 film
works/94172,I witness: the art of George Gittoes,1999 film by Don Featherstone
works/87329,A Wet tale,1976 film by Bozena Mozisova
works/68365,Heard and not seen,1950 film by A. Henley
works/110465,country school diary_03,film
works/95686,Royal silver wedding,1948 film
works/95409,Hey Marcel,1984 film by Peter Tammer
works/71963,Purposes of family planning,1973 film by H Lemieux
works/91577,Celebrations: weddings,1999 film
works/87099,Gardens of South Africa,1996 film by Gary Johnston
works/65683,"Burn, bury or what?",1970 film
works/81759,"Pictures beneath the cobblestones: July 28th, 1830 Liberty leading the people",1989 film by Alain Jaubert
works/91076,Pyongyang diaries,1997 film by Solrun Hoaas
works/116925,Triptych,SEP 2009 film
works/74628,What is cancer?,1949 film
works/89272,Ed Thorgersen's sports review: playtime in Hawaii,1941 film
works/81372,More Winners : The Journey,1990 film by Jane Oehr
works/86760,Pandora,1971 film by Derek May
works/97110,Over-the-counter pills and promises,1977 film by Lee Rhoads
works/75786,Highlands of New Guinea,1963 film
works/110037,The Goddess and the poet,2005 film
works/76400,A Matter of care: a review of the work of the Repatriation Department,1972 film by Cecil Holmes
works/65215,The Baltic story,1971 film by Gordon Bradley
works/97653,Black music in America: the 70's,1979 film
